ID,Event,Event Type,Name,Timestamp(ns),Process Id,Thread Id,Device Id,Ptr,Attr,Call Stack(Python),Call Stack(C)
33,MALLOC,PTA,N/A,1764753366206682270,3290097,3291992,0,0x000012c041202200,"{allocation_id:10,addr:0x000012c041202200,size:512,total:20971520,used:5120}",,
81,FREE,PTA,N/A,1764753366293527420,3290097,3290097,0,0x000012c041202200,"{allocation_id:10,addr:0x000012c041202200,size:512,total:39845888,used:4002304}",,
82,OP_LAUNCH,ATEN_START,torch._ops.profiler._record_function_exit._RecordFunction,1764753366293691250,3290097,3290097,0,N/A,,,
83,OP_LAUNCH,ATEN_END,torch._ops.profiler._record_function_exit._RecordFunction,1764753366293799860,3290097,3290097,0,N/A,,,
84,OP_LAUNCH,ATEN_START,torch._ops.aten.ones_like.default,1764753366293919970,3290097,3290097,0,N/A,,,
86,OP_LAUNCH,ATEN_END,torch._ops.aten.ones_like.default,1764753366294458270,3290097,3290097,0,N/A,,,
87,OP_LAUNCH,ATEN_START,torch._ops.aten.mse_loss_backward.default,1764753366294685730,3290097,3291992,0,N/A,,,
89,OP_LAUNCH,ATEN_END,torch._ops.aten.mse_loss_backward.default,1764753366295657280,3290097,3291992,0,N/A,,,
90,OP_LAUNCH,ATEN_START,torch._ops.aten.t.default,1764753366295775910,3290097,3291992,0,N/A,,,
91,OP_LAUNCH,ATEN_END,torch._ops.aten.t.default,1764753366295951430,3290097,3291992,0,N/A,,,
92,OP_LAUNCH,ATEN_START,torch._ops.aten.mm.default,1764753366296016530,3290097,3291992,0,N/A,,,
94,OP_LAUNCH,ATEN_END,torch._ops.aten.mm.default,1764753366296746570,3290097,3291992,0,N/A,,,
95,OP_LAUNCH,ATEN_START,torch._ops.aten.t.default,1764753366296814420,3290097,3291992,0,N/A,,,
96,OP_LAUNCH,ATEN_END,torch._ops.aten.t.default,1764753366296991950,3290097,3291992,0,N/A,,,
97,OP_LAUNCH,ATEN_START,torch._ops.aten.sum.dim_IntList,1764753366297075430,3290097,3291992,0,N/A,,,
99,MALLOC,PTA,N/A,1764753366297404490,3290097,3291992,0,0x000012c041202400,"{allocation_id:23,addr:0x000012c041202400,size:1536,total:39845888,used:4006912}",,
100,FREE,PTA,N/A,1764753366297563670,3290097,3291992,0,0x000012c041202400,"{allocation_id:23,addr:0x000012c041202400,size:1536,total:39845888,used:4005376}",,
101,OP_LAUNCH,ATEN_END,torch._ops.aten.sum.dim_IntList,1764753366297831220,3290097,3291992,0,N/A,,,
102,OP_LAUNCH,ATEN_START,torch._ops.aten.view.default,1764753366297906800,3290097,3291992,0,N/A,,,
103,OP_LAUNCH,ATEN_END,torch._ops.aten.view.default,1764753366298118960,3290097,3291992,0,N/A,,,
88,MALLOC,PTA,N/A,1764753366295231430,3290097,3291992,0,0x000012c041201200,"{allocation_id:20,addr:0x000012c041201200,size:1536,total:39845888,used:4004352}",,
104,FREE,PTA,N/A,1764753366298162760,3290097,3291992,0,0x000012c041201200,"{allocation_id:20,addr:0x000012c041201200,size:1536,total:39845888,used:4003840}",,
105,OP_LAUNCH,ATEN_START,torch._ops.aten.detach.default,1764753366298303750,3290097,3291992,0,N/A,,,
106,OP_LAUNCH,ATEN_END,torch._ops.aten.detach.default,1764753366298459140,3290097,3291992,0,N/A,,,
107,OP_LAUNCH,ATEN_START,torch._ops.aten.detach.default,1764753366298544070,3290097,3291992,0,N/A,,,
108,OP_LAUNCH,ATEN_END,torch._ops.aten.detach.default,1764753366298692810,3290097,3291992,0,N/A,,,
109,OP_LAUNCH,ATEN_START,torch._ops.aten.t.default,1764753366298784640,3290097,3291992,0,N/A,,,
110,OP_LAUNCH,ATEN_END,torch._ops.aten.t.default,1764753366298934100,3290097,3291992,0,N/A,,,
111,OP_LAUNCH,ATEN_START,torch._ops.aten.detach.default,1764753366299029320,3290097,3291992,0,N/A,,,
112,OP_LAUNCH,ATEN_END,torch._ops.aten.detach.default,1764753366299170230,3290097,3291992,0,N/A,,,
113,OP_LAUNCH,ATEN_START,torch._ops.aten.detach.default,1764753366299239050,3290097,3291992,0,N/A,,,
114,OP_LAUNCH,ATEN_END,torch._ops.aten.detach.default,1764753366299372480,3290097,3291992,0,N/A,,,
85,MALLOC,PTA,N/A,1764753366294106440,3290097,3290097,0,0x000012c041201000,"{allocation_id:19,addr:0x000012c041201000,size:512,total:39845888,used:4002816}",,
115,FREE,PTA,N/A,1764753366299471510,3290097,3290097,0,0x000012c041201000,"{allocation_id:19,addr:0x000012c041201000,size:512,total:39845888,used:4003328}",,
116,OP_LAUNCH,ATEN_START,torch._ops.profiler._record_function_enter_new.default,1764753366299625460,3290097,3290097,0,N/A,,,
117,OP_LAUNCH,ATEN_END,torch._ops.profiler._record_function_enter_new.default,1764753366299812300,3290097,3290097,0,N/A,,,
118,OP_LAUNCH,ATEN_START,torch._ops.aten._foreach_add_.List,1764753366300043810,3290097,3290097,0,N/A,,,
119,MALLOC,PTA,N/A,1764753366300233440,3290097,3290097,0,0x000012c041201000,"{allocation_id:24,addr:0x000012c041201000,size:1024,total:39845888,used:4004352}",,
120,FREE,PTA,N/A,1764753366300405590,3290097,3290097,0,0x000012c041201000,"{allocation_id:24,addr:0x000012c041201000,size:1024,total:39845888,used:4003328}",,
121,OP_LAUNCH,ATEN_END,torch._ops.aten._foreach_add_.List,1764753366300508080,3290097,3290097,0,N/A,,,
122,OP_LAUNCH,ATEN_START,torch._ops.profiler._record_function_exit._RecordFunction,1764753366300668020,3290097,3290097,0,N/A,,,
123,OP_LAUNCH,ATEN_END,torch._ops.profiler._record_function_exit._RecordFunction,1764753366300816480,3290097,3290097,0,N/A,,,
124,OP_LAUNCH,ATEN_START,torch._ops.aten.randn.default,1764753366300894390,3290097,3290097,0,N/A,,,
125,OP_LAUNCH,ATEN_END,torch._ops.aten.randn.default,1764753366322277110,3290097,3290097,0,N/A,,,
126,OP_LAUNCH,ATEN_START,torch._ops.aten._to_copy.default,1764753366322373980,3290097,3290097,0,N/A,,,
128,OP_LAUNCH,ATEN_END,torch._ops.aten._to_copy.default,1764753366323326760,3290097,3290097,0,N/A,,,
73,MALLOC,HAL,N/A,1764753366292464630,3290097,3290097,0,0x000012c042800000,"{allocation_id:17,addr:0x000012c042800000,size:18874368}",,
129,FREE,HAL,N/A,1764753366323420170,3290097,3290097,0,0x000012c042800000,"{allocation_id:17,addr:0x000012c042800000,size:18874368}",,
35,MALLOC,HAL,N/A,1764753366259182350,3290097,3291992,0,0x0000124000400000,"{allocation_id:12,addr:0x0000124000400000,size:2815668}",,
11,MALLOC,HAL,N/A,1764753366166121920,3290097,3290097,0,0x000012c042600000,"{allocation_id:5,addr:0x000012c042600000,size:2097152}",,
28,MALLOC,HAL,N/A,1764753366205120300,3290097,3291992,0,0x0000124000200000,"{allocation_id:9,addr:0x0000124000200000,size:2097152}",,
9,MALLOC,HAL,N/A,1764753366165596800,3290097,3290097,0,0x000012c041400000,"{allocation_id:3,addr:0x000012c041400000,size:18874368}",,
127,MALLOC,PTA,N/A,1764753366322637860,3290097,3290097,0,0x000012c0417d0a00,"{allocation_id:25,addr:0x000012c0417d0a00,size:4000256,total:39845888,used:8003584}",,
93,MALLOC,PTA,N/A,1764753366296342960,3290097,3291992,0,0x000012c041202000,"{allocation_id:21,addr:0x000012c041202000,size:512,total:39845888,used:4004864}",,
68,MALLOC,PTA,N/A,1764753366291212010,3290097,3290097,0,0x000012c041201800,"{allocation_id:15,addr:0x000012c041201800,size:1536,total:20971520,used:4004864}",,
63,MALLOC,PTA,N/A,1764753366288595790,3290097,3290097,0,0x000012c041400000,"{allocation_id:14,addr:0x000012c041400000,size:4000256,total:20971520,used:4003328}",,
98,MALLOC,PTA,N/A,1764753366297354870,3290097,3291992,0,0x000012c041202200,"{allocation_id:22,addr:0x000012c041202200,size:512,total:39845888,used:4005376}",,
72,MALLOC,PTA,N/A,1764753366292213150,3290097,3290097,0,0x000012c041201e00,"{allocation_id:16,addr:0x000012c041201e00,size:512,total:20971520,used:4003840}",,
1,SYSTEM,START_TRACE,N/A,1764753365727896900,3290097,3290097,N/A,N/A,,,
130,SYSTEM,STOP_TRACE,N/A,1764753366323513710,3290097,3290097,N/A,N/A,,,
